__docPath,__docId,countdownEnabled,inactiveNudgeEnabled,morningSummaryTime,progressReminderTime,riskNotifyEnabled
users/fPbo8M5sYpP78kgIe8EzCDRC7LI2/settings/notification,notification,true,true,,18:16,true
