__docPath,__docId,createdAt,date,minutes,source,trigger
todos/6tpDKogygJliGHVcRuhS/sessions/5ZYOE4hZHEiRuzSsZ38J,5ZYOE4hZHEiRuzSsZ38J,2025-11-27T01:16:40.423Z,2025-11-27,10,manual,list
todos/6tpDKogygJliGHVcRuhS/sessions/QfKfvwdqF3vZ4cQeD1uX,QfKfvwdqF3vZ4cQeD1uX,2025-11-28T00:39:49.397Z,2025-11-28,5,manual,list
