__docPath,__docId,capMinutes,date,items,source,totalPlannedMinutes,updatedAt,userId
users/qEvovKzp9yTvyfV3IGR9OUERHbk1/dailyPlans/2025-12-09,2025-12-09,120,2025-12-09,"[{""todoId"":""eu7kyHdhHcAf59N8u9c7"",""title"":""Java"",""plannedMinutes"":120,""order"":1,""requiredMinutes"":186,""labelColor"":""""}]",dailyPlan-app,120,2025-12-09T05:48:23.161Z,qEvovKzp9yTvyfV3IGR9OUERHbk1
