__docPath,__docId,actualTotalMinutes,asOfDate,eacDate,eacTimestamp,pace7d,recordedAt,remainingMinutes,spi,todoId,userId
todos/JqO4tRtNjj47sPW7FrWw/eacHistory/2025-11-28,2025-11-28,0,2025-11-28,,,0,2025-11-27T20:33:43.348Z,12000,0,JqO4tRtNjj47sPW7FrWw,DgApBqtxpeVE5G5MnIVw9ThpyN93
