__docPath,__docId,evm,updatedAt
users/EyQHdJounoeN8h11wqvbDmuNK2j2/metrics/2025-11-17,2025-11-17,"{""actualProgress"":1,""riskLevel"":""ok"",""eacDate"":""2025-11-17"",""spi"":1,""idealProgress"":0.02}",2025-11-17T05:56:08.689Z
