__docPath,__docId,countdownEnabled,inactiveNudgeEnabled,morningSummaryTime,progressReminderTime,riskNotifyEnabled
users/rUx0FYRn4VVVBGlZrlImHcqxql83/settings/notification,notification,false,false,,21:00,false
