__docPath,__docId,createdAt,date,minutes,source,trigger
todos/8EG6pfoqRVbf5f1AEiFQ/sessions/ek9deXFm1ad5zczQITok,ek9deXFm1ad5zczQITok,2025-10-22T08:32:40.725Z,2025-10-22,30,manual,list
