__docPath,__docId,createdAt,date,minutes,source,trigger
todos/zk18eA9VU1k0NldeBtXW/sessions/Deazg0I06H4mQQGRbS2h,Deazg0I06H4mQQGRbS2h,2025-10-22T08:32:31.015Z,2025-10-22,15,manual,list
todos/zk18eA9VU1k0NldeBtXW/sessions/XHdLyRR89Ys2BjMyMyWP,XHdLyRR89Ys2BjMyMyWP,2025-10-21T07:02:02.175Z,2025-10-21,15,manual,list
