__docPath,__docId,createdAt,date,minutes,source,trigger
todos/DULzEhPF8J19jPy1bEby/sessions/dGV9lMjVF9epx1Jh9DuO,dGV9lMjVF9epx1Jh9DuO,2025-11-24T04:31:17.479Z,2025-11-24,3,manual,manual
