__docPath,__docId,capMinutes,date,items,lastChange,source,totalPlannedMinutes,updatedAt,userId
users/DgApBqtxpeVE5G5MnIVw9ThpyN93/dailyPlans/2025-12-09,2025-12-09,300,2025-12-09,"[{""todoId"":""OBRscVWDrP6T2dgGwzRM"",""title"":""LinkedInラーニング"",""plannedMinutes"":135,""order"":1,""requiredMinutes"":135,""labelColor"":""""},{""todoId"":""PMlKDTosFFAwOZY964VQ"",""title"":""テスト1"",""plannedMinutes"":81,""order"":2,""requiredMinutes"":81,""labelColor"":""""},{""todoId"":""yFII5G1f8Yf47CTrPlWC"",""title"":""ITパスポート100時間勉強する"",""plannedMinutes"":84,""order"":3,""requiredMinutes"":151,""labelColor"":""""}]","{""before"":{""capMinutes"":300,""totalPlannedMinutes"":300,""items"":[{""todoId"":""OBRscVWDrP6T2dgGwzRM"",""title"":""LinkedInラーニング"",""plannedMinutes"":216,""order"":1,""requiredMinutes"":"""",""labelColor"":""""},{""todoId"":""PMlKDTosFFAwOZY964VQ"",""title"":""テスト1"",""plannedMinutes"":81,""order"":2,""requiredMinutes"":"""",""labelColor"":""""},{""todoId"":""yFII5G1f8Yf47CTrPlWC"",""title"":""ITパスポート100時間勉強する"",""plannedMinutes"":3,""order"":3,""requiredMinutes"":"""",""labelColor"":""""}]},""changedAt"":""2025-12-08T20:36:47.516Z"",""source"":""dailyPlan-app"",""after"":{""capMinutes"":300,""totalPlannedMinutes"":300,""items"":[{""todoId"":""OBRscVWDrP6T2dgGwzRM"",""title"":""LinkedInラーニング"",""plannedMinutes"":135,""order"":1,""requiredMinutes"":135,""labelColor"":""""},{""todoId"":""PMlKDTosFFAwOZY964VQ"",""title"":""テスト1"",""plannedMinutes"":81,""order"":2,""requiredMinutes"":81,""labelColor"":""""},{""todoId"":""yFII5G1f8Yf47CTrPlWC"",""title"":""ITパスポート100時間勉強する"",""plannedMinutes"":84,""order"":3,""requiredMinutes"":151,""labelColor"":""""}]},""userId"":""DgApBqtxpeVE5G5MnIVw9ThpyN93""}",dailyPlan-app,300,2025-12-08T20:36:47.516Z,DgApBqtxpeVE5G5MnIVw9ThpyN93
users/DgApBqtxpeVE5G5MnIVw9ThpyN93/dailyPlans/2025-12-10,2025-12-10,300,2025-12-10,"[{""todoId"":""9C4W0XuzGdszlPaCuvAA"",""title"":""ｔ２"",""plannedMinutes"":7,""order"":1,""requiredMinutes"":7},{""todoId"":""fqZOw2HYGDo7HAX4kWfu"",""title"":""数学のテスト勉強"",""plannedMinutes"":63,""order"":2,""requiredMinutes"":63},{""todoId"":""GcE0Hifqb7GEKHs4nCEl"",""title"":""ｔ"",""plannedMinutes"":17,""order"":3,""requiredMinutes"":17}]",,,87,2025-12-09T16:35:05.939Z,
users/DgApBqtxpeVE5G5MnIVw9ThpyN93/dailyPlans/2025-12-11,2025-12-11,300,2025-12-11,"[{""todoId"":""9C4W0XuzGdszlPaCuvAA"",""title"":""ｔ２"",""plannedMinutes"":7,""order"":1,""requiredMinutes"":7},{""todoId"":""fqZOw2HYGDo7HAX4kWfu"",""title"":""数学のテスト勉強"",""plannedMinutes"":63,""order"":2,""requiredMinutes"":63},{""todoId"":""GcE0Hifqb7GEKHs4nCEl"",""title"":""ｔ"",""plannedMinutes"":17,""order"":3,""requiredMinutes"":17}]",,,87,2025-12-10T16:35:01.329Z,
users/DgApBqtxpeVE5G5MnIVw9ThpyN93/dailyPlans/2025-12-12,2025-12-12,300,2025-12-12,"[{""todoId"":""9C4W0XuzGdszlPaCuvAA"",""title"":""ｔ２"",""plannedMinutes"":7,""order"":1,""requiredMinutes"":7},{""todoId"":""fqZOw2HYGDo7HAX4kWfu"",""title"":""数学のテスト勉強"",""plannedMinutes"":63,""order"":2,""requiredMinutes"":63},{""todoId"":""JqO4tRtNjj47sPW7FrWw"",""title"":""基本情報合計200時間勉強する"",""plannedMinutes"":230,""order"":3,""requiredMinutes"":386}]",,,300,2025-12-11T16:35:01.791Z,
users/DgApBqtxpeVE5G5MnIVw9ThpyN93/dailyPlans/2025-12-13,2025-12-13,300,2025-12-13,"[{""todoId"":""9C4W0XuzGdszlPaCuvAA"",""title"":""ｔ２"",""plannedMinutes"":7,""order"":1,""requiredMinutes"":7},{""todoId"":""fqZOw2HYGDo7HAX4kWfu"",""title"":""数学のテスト勉強"",""plannedMinutes"":63,""order"":2,""requiredMinutes"":63},{""todoId"":""JqO4tRtNjj47sPW7FrWw"",""title"":""基本情報合計200時間勉強する"",""plannedMinutes"":230,""order"":3,""requiredMinutes"":386}]",,,300,2025-12-12T16:35:02.099Z,
users/DgApBqtxpeVE5G5MnIVw9ThpyN93/dailyPlans/2025-12-14,2025-12-14,300,2025-12-14,"[{""todoId"":""9C4W0XuzGdszlPaCuvAA"",""title"":""ｔ２"",""plannedMinutes"":7,""order"":1,""requiredMinutes"":7},{""todoId"":""fqZOw2HYGDo7HAX4kWfu"",""title"":""数学のテスト勉強"",""plannedMinutes"":63,""order"":2,""requiredMinutes"":63},{""todoId"":""JqO4tRtNjj47sPW7FrWw"",""title"":""基本情報合計200時間勉強する"",""plannedMinutes"":230,""order"":3,""requiredMinutes"":386}]",,,300,2025-12-13T16:35:07.684Z,
users/DgApBqtxpeVE5G5MnIVw9ThpyN93/dailyPlans/2025-12-15,2025-12-15,300,2025-12-15,"[{""todoId"":""9C4W0XuzGdszlPaCuvAA"",""title"":""ｔ２"",""plannedMinutes"":7,""order"":1,""requiredMinutes"":7},{""todoId"":""JqO4tRtNjj47sPW7FrWw"",""title"":""基本情報合計200時間勉強する"",""plannedMinutes"":293,""order"":2,""requiredMinutes"":386}]","{""source"":""dailyPlan-app"",""userId"":""DgApBqtxpeVE5G5MnIVw9ThpyN93"",""before"":{""capMinutes"":300,""totalPlannedMinutes"":300,""items"":[{""todoId"":""PMlKDTosFFAwOZY964VQ"",""title"":""テスト1"",""plannedMinutes"":300,""order"":1,""requiredMinutes"":"""",""labelColor"":""""}]},""changedAt"":""2025-12-14T18:55:45.217Z"",""after"":{""capMinutes"":300,""totalPlannedMinutes"":300,""items"":[{""todoId"":""OBRscVWDrP6T2dgGwzRM"",""title"":""LinkedInラーニング"",""plannedMinutes"":135,""order"":1,""requiredMinutes"":135,""labelColor"":""""},{""todoId"":""yFII5G1f8Yf47CTrPlWC"",""title"":""ITパスポート100時間勉強する"",""plannedMinutes"":165,""order"":2,""requiredMinutes"":205,""labelColor"":""""}]}}",dailyPlan-app,300,2025-12-15T00:30:02.321Z,DgApBqtxpeVE5G5MnIVw9ThpyN93
users/DgApBqtxpeVE5G5MnIVw9ThpyN93/dailyPlans/2025-12-16,2025-12-16,300,2025-12-16,"[{""todoId"":""OBRscVWDrP6T2dgGwzRM"",""title"":""LinkedInラーニング"",""plannedMinutes"":135,""order"":1,""requiredMinutes"":135,""labelColor"":""""},{""todoId"":""yFII5G1f8Yf47CTrPlWC"",""title"":""ITパスポート100時間勉強する"",""plannedMinutes"":165,""order"":2,""requiredMinutes"":204,""labelColor"":""""}]","{""before"":{""capMinutes"":300,""totalPlannedMinutes"":300,""items"":[{""todoId"":""9C4W0XuzGdszlPaCuvAA"",""title"":""ｔ２"",""plannedMinutes"":7,""order"":1,""requiredMinutes"":"""",""labelColor"":""""},{""todoId"":""JqO4tRtNjj47sPW7FrWw"",""title"":""基本情報合計200時間勉強する"",""plannedMinutes"":293,""order"":2,""requiredMinutes"":"""",""labelColor"":""""}]},""changedAt"":""2025-12-16T05:24:38.152Z"",""source"":""dailyPlan-app"",""after"":{""capMinutes"":300,""totalPlannedMinutes"":300,""items"":[{""todoId"":""OBRscVWDrP6T2dgGwzRM"",""title"":""LinkedInラーニング"",""plannedMinutes"":135,""order"":1,""requiredMinutes"":135,""labelColor"":""""},{""todoId"":""yFII5G1f8Yf47CTrPlWC"",""title"":""ITパスポート100時間勉強する"",""plannedMinutes"":165,""order"":2,""requiredMinutes"":204,""labelColor"":""""}]},""userId"":""DgApBqtxpeVE5G5MnIVw9ThpyN93""}",dailyPlan-app,300,2025-12-16T05:24:38.152Z,DgApBqtxpeVE5G5MnIVw9ThpyN93
users/DgApBqtxpeVE5G5MnIVw9ThpyN93/dailyPlans/2025-12-17,2025-12-17,300,2025-12-17,"[{""todoId"":""OBRscVWDrP6T2dgGwzRM"",""title"":""LinkedInラーニング"",""plannedMinutes"":135,""order"":1,""requiredMinutes"":135,""labelColor"":""""},{""todoId"":""yFII5G1f8Yf47CTrPlWC"",""title"":""ITパスポート100時間勉強する"",""plannedMinutes"":165,""order"":2,""requiredMinutes"":217,""labelColor"":""""}]","{""before"":{""capMinutes"":300,""totalPlannedMinutes"":300,""items"":[{""todoId"":""9C4W0XuzGdszlPaCuvAA"",""title"":""ｔ２"",""plannedMinutes"":7,""order"":1,""requiredMinutes"":"""",""labelColor"":""""},{""todoId"":""JqO4tRtNjj47sPW7FrWw"",""title"":""基本情報合計200時間勉強する"",""plannedMinutes"":293,""order"":2,""requiredMinutes"":"""",""labelColor"":""""}]},""changedAt"":""2025-12-17T09:11:35.274Z"",""source"":""dailyPlan-app"",""after"":{""capMinutes"":300,""totalPlannedMinutes"":300,""items"":[{""todoId"":""OBRscVWDrP6T2dgGwzRM"",""title"":""LinkedInラーニング"",""plannedMinutes"":135,""order"":1,""requiredMinutes"":135,""labelColor"":""""},{""todoId"":""yFII5G1f8Yf47CTrPlWC"",""title"":""ITパスポート100時間勉強する"",""plannedMinutes"":165,""order"":2,""requiredMinutes"":217,""labelColor"":""""}]},""userId"":""DgApBqtxpeVE5G5MnIVw9ThpyN93""}",dailyPlan-app,300,2025-12-17T09:11:35.274Z,DgApBqtxpeVE5G5MnIVw9ThpyN93
