__docPath,__docId,createdAt,date,minutes,source,trigger
todos/GcE0Hifqb7GEKHs4nCEl/sessions/bi9p6z2odX7BGCOpbPV6,bi9p6z2odX7BGCOpbPV6,2025-11-24T06:06:52.459Z,2025-11-24,23,manual,list
