__docPath,__docId,createdAt,date,minutes,source,trigger
todos/zg1WgmubFyPzP47XfzLe/sessions/uZf1D3TgBpqiCEIO9fup,uZf1D3TgBpqiCEIO9fup,2025-12-03T16:41:33.474Z,2025-12-04,30,manual,manual
