__docPath,__docId,createdAt,date,minutes,source,trigger
todos/KCb6VqpjKFzCLHdBRJzf/sessions/TkJJik3HHYXIURwalm3w,TkJJik3HHYXIURwalm3w,2025-12-01T07:44:40.058Z,2025-12-01,90,manual,manual
todos/KCb6VqpjKFzCLHdBRJzf/sessions/dM9DlE6f9OMwB9TN8Xrf,dM9DlE6f9OMwB9TN8Xrf,2025-12-02T09:28:04.828Z,2025-12-02,90,manual,manual
