__docPath,__docId,createdAt,date,minutes,source,trigger
todos/rvaGIeyV6UNCA6n6OuHY/sessions/7yQg9YRpWQE93WPRaIYo,7yQg9YRpWQE93WPRaIYo,2025-12-02T09:35:22.341Z,2025-12-02,60,manual,manual
