__docPath,__docId,capMinutes,date,items,source,totalPlannedMinutes,updatedAt,userId
users/Z9IYVixbY7QYdNBlmHkyIUEXMAI2/dailyPlans/2025-12-09,2025-12-09,120,2025-12-09,"[{""todoId"":""FwUMLGt4n0BTb9O92tdy"",""title"":""week4"",""plannedMinutes"":81,""order"":1,""requiredMinutes"":81},{""todoId"":""JhlhSMZM9smOiu5Y4Pop"",""title"":""先端情報スライド"",""plannedMinutes"":39,""order"":2,""requiredMinutes"":81}]",,120,2025-12-09T00:30:02.570Z,
users/Z9IYVixbY7QYdNBlmHkyIUEXMAI2/dailyPlans/2025-12-10,2025-12-10,120,2025-12-10,"[{""todoId"":""FwUMLGt4n0BTb9O92tdy"",""title"":""week4"",""plannedMinutes"":81,""order"":1,""requiredMinutes"":81},{""todoId"":""JhlhSMZM9smOiu5Y4Pop"",""title"":""先端情報スライド"",""plannedMinutes"":39,""order"":2,""requiredMinutes"":81}]",,120,2025-12-10T00:30:02.891Z,
users/Z9IYVixbY7QYdNBlmHkyIUEXMAI2/dailyPlans/2025-12-11,2025-12-11,120,2025-12-11,"[{""todoId"":""FwUMLGt4n0BTb9O92tdy"",""title"":""week4"",""plannedMinutes"":81,""order"":1,""requiredMinutes"":81},{""todoId"":""JhlhSMZM9smOiu5Y4Pop"",""title"":""先端情報スライド"",""plannedMinutes"":39,""order"":2,""requiredMinutes"":81}]",,120,2025-12-11T00:30:06.831Z,
users/Z9IYVixbY7QYdNBlmHkyIUEXMAI2/dailyPlans/2025-12-12,2025-12-12,120,2025-12-12,"[{""todoId"":""FwUMLGt4n0BTb9O92tdy"",""title"":""week4"",""plannedMinutes"":81,""order"":1,""requiredMinutes"":81},{""todoId"":""JhlhSMZM9smOiu5Y4Pop"",""title"":""先端情報スライド"",""plannedMinutes"":39,""order"":2,""requiredMinutes"":81}]",,120,2025-12-12T00:30:02.364Z,
users/Z9IYVixbY7QYdNBlmHkyIUEXMAI2/dailyPlans/2025-12-13,2025-12-13,120,2025-12-13,"[{""todoId"":""FwUMLGt4n0BTb9O92tdy"",""title"":""week4"",""plannedMinutes"":81,""order"":1,""requiredMinutes"":81},{""todoId"":""JhlhSMZM9smOiu5Y4Pop"",""title"":""先端情報スライド"",""plannedMinutes"":39,""order"":2,""requiredMinutes"":81}]",,120,2025-12-13T00:30:04.033Z,
users/Z9IYVixbY7QYdNBlmHkyIUEXMAI2/dailyPlans/2025-12-14,2025-12-14,120,2025-12-14,"[{""todoId"":""FwUMLGt4n0BTb9O92tdy"",""title"":""week4"",""plannedMinutes"":81,""order"":1,""requiredMinutes"":81},{""todoId"":""JhlhSMZM9smOiu5Y4Pop"",""title"":""先端情報スライド"",""plannedMinutes"":39,""order"":2,""requiredMinutes"":81}]",,120,2025-12-14T00:30:03.247Z,
users/Z9IYVixbY7QYdNBlmHkyIUEXMAI2/dailyPlans/2025-12-15,2025-12-15,120,2025-12-15,"[{""todoId"":""FwUMLGt4n0BTb9O92tdy"",""title"":""week4"",""plannedMinutes"":81,""order"":1,""requiredMinutes"":81},{""todoId"":""JhlhSMZM9smOiu5Y4Pop"",""title"":""先端情報スライド"",""plannedMinutes"":39,""order"":2,""requiredMinutes"":81}]",,120,2025-12-15T00:30:03.322Z,
users/Z9IYVixbY7QYdNBlmHkyIUEXMAI2/dailyPlans/2025-12-16,2025-12-16,120,2025-12-16,"[{""todoId"":""FwUMLGt4n0BTb9O92tdy"",""title"":""week4"",""plannedMinutes"":81,""order"":1,""requiredMinutes"":81},{""todoId"":""JhlhSMZM9smOiu5Y4Pop"",""title"":""先端情報スライド"",""plannedMinutes"":39,""order"":2,""requiredMinutes"":81}]",dailyPlan-app,120,2025-12-16T00:30:02.921Z,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
users/Z9IYVixbY7QYdNBlmHkyIUEXMAI2/dailyPlans/2025-12-17,2025-12-17,120,2025-12-17,"[{""todoId"":""FwUMLGt4n0BTb9O92tdy"",""title"":""week4"",""plannedMinutes"":81,""order"":1,""requiredMinutes"":81},{""todoId"":""JhlhSMZM9smOiu5Y4Pop"",""title"":""先端情報スライド"",""plannedMinutes"":39,""order"":2,""requiredMinutes"":81}]",,120,2025-12-17T00:30:03.612Z,
