__docPath,__docId,capMinutes,date,items,source,totalPlannedMinutes,updatedAt,userId
users/Y8guHqhoS2XRWkxAJMSr6fqzmVD3/dailyPlans/2025-12-15,2025-12-15,120,2025-12-15,"[{""todoId"":""k3TSWnSlr3Wk8uCKw9VU"",""title"":""QA1周する"",""plannedMinutes"":120,""order"":1,""requiredMinutes"":227,""labelColor"":""""}]",dailyPlan-app,120,2025-12-15T12:40:57.702Z,Y8guHqhoS2XRWkxAJMSr6fqzmVD3
