userId,date,viewType,planCapMinutes,planTotalMinutes,planChangedAt,planSource,todoId,title,plannedMinutes,requiredMinutes,order,labelColor
DgApBqtxpeVE5G5MnIVw9ThpyN93,2025-12-09,before,300,300,2025-12-08T18:29:46.989Z,dailyPlan-app,OBRscVWDrP6T2dgGwzRM,LinkedInラーニング,216,,1,
DgApBqtxpeVE5G5MnIVw9ThpyN93,2025-12-09,before,300,300,2025-12-08T18:29:46.989Z,dailyPlan-app,PMlKDTosFFAwOZY964VQ,テスト1,81,,2,
DgApBqtxpeVE5G5MnIVw9ThpyN93,2025-12-09,before,300,300,2025-12-08T18:29:46.989Z,dailyPlan-app,yFII5G1f8Yf47CTrPlWC,ITパスポート100時間勉強する,3,,3,
DgApBqtxpeVE5G5MnIVw9ThpyN93,2025-12-09,current,200,200,2025-12-08T18:29:46.989Z,dailyPlan-app,OBRscVWDrP6T2dgGwzRM,LinkedInラーニング,126,126,1,
DgApBqtxpeVE5G5MnIVw9ThpyN93,2025-12-09,current,200,200,2025-12-08T18:29:46.989Z,dailyPlan-app,PMlKDTosFFAwOZY964VQ,テスト1,74,81,2,
DgApBqtxpeVE5G5MnIVw9ThpyN93,2025-12-09,after,200,200,2025-12-08T18:29:46.989Z,dailyPlan-app,OBRscVWDrP6T2dgGwzRM,LinkedInラーニング,126,126,1,
DgApBqtxpeVE5G5MnIVw9ThpyN93,2025-12-09,after,200,200,2025-12-08T18:29:46.989Z,dailyPlan-app,PMlKDTosFFAwOZY964VQ,テスト1,74,81,2,
