userId,loginAt,dateKey,source,agent
DgApBqtxpeVE5G5MnIVw9ThpyN93,2025-10-21T01:56:52.794Z,2025-10-21,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"
